year,geo,sample,k,role,n_k,base_sum,ratio,lo,hi,se_log
2002,cook_ex_chicago,all_observed,59,placebo,4,93,0.25806451612903225,0.09485564568745199,0.7020909931323297,0.5106394894365721
2002,cook_ex_chicago,all_observed,69,placebo,13,57,1.368421052631579,0.749193688527523,2.499455355751474,0.30735474060472817
2002,cook_ex_chicago,single_all,49,test,14,109,0.7706422018348623,0.4417603390208336,1.3443701273981423,0.283906469378873
2002,cook_ex_chicago,single_all,29,placebo,24,390,0.36923076923076925,0.24449919946830204,0.5575943039618017,0.21031112483834333
2002,cook_ex_chicago,single_all,39,placebo,15,193,0.4663212435233161,0.27575339116508585,0.788586864670496,0.26804479815308063
2002,cook_ex_chicago,single_all,59,placebo,4,73,0.32876712328767127,0.12016411190114394,0.8995016868578202,0.5135159492527825
2002,cook_ex_chicago,single_all,69,placebo,8,47,1.021276595744681,0.4825983185062369,2.1612298365319838,0.38246123430313933
2002,cook_ex_chicago,single_observed,49,test,14,108,0.7777777777777778,0.4457200316764737,1.3572158050191319,0.2840560344154489
2002,cook_ex_chicago,single_observed,29,placebo,24,390,0.36923076923076925,0.24449919946830204,0.5575943039618017,0.21031112483834333
2002,cook_ex_chicago,single_observed,39,placebo,15,193,0.4663212435233161,0.27575339116508585,0.788586864670496,0.26804479815308063
2002,cook_ex_chicago,single_observed,59,placebo,4,71,0.3380281690140845,0.12345810019689558,0.9255208274287675,0.5138915323706488
2002,cook_ex_chicago,single_observed,69,placebo,8,47,1.021276595744681,0.4825983185062369,2.1612298365319838,0.38246123430313933
2002,illinois_ex_cook,all_observed,49,test,77,485,0.9525773195876289,0.7489936995045755,1.211496906306364,0.12267383036783387
2002,illinois_ex_cook,all_observed,29,placebo,172,1730,0.5965317919075145,0.5100101937066142,0.6977315025218784,0.07994991038427134
2002,illinois_ex_cook,all_observed,39,placebo,100,817,0.7343941248470013,0.5966895151312603,0.9038783436493761,0.10594333489218817
2002,illinois_ex_cook,all_observed,59,placebo,20,267,0.449438202247191,0.28531985438437923,0.7079587856758902,0.23183036546591546
2002,illinois_ex_cook,all_observed,69,placebo,16,144,0.6666666666666666,0.39773454870510616,1.1174398751413734,0.26352313834736496
2002,illinois_ex_cook,single_all,49,test,60,359,1.0027855153203342,0.7629355864819456,1.3180389112181814,0.13947107939282943
2002,illinois_ex_cook,single_all,29,placebo,124,1255,0.5928286852589641,0.4929469610573351,0.7129486087347945,0.0941346316614467
2002,illinois_ex_cook,single_all,39,placebo,73,615,0.7121951219512195,0.5587589256489915,0.9077651710744136,0.12379275583469697
2002,illinois_ex_cook,single_all,59,placebo,18,189,0.5714285714285714,0.3523638885970591,0.926685800707284,0.24667095663365163
2002,illinois_ex_cook,single_all,69,placebo,14,113,0.7433628318584071,0.4266012393169077,1.295327460073437,0.28333395304956893
2002,illinois_ex_cook,single_observed,49,test,60,359,1.0027855153203342,0.7629355864819456,1.3180389112181814,0.13947107939282943
2002,illinois_ex_cook,single_observed,29,placebo,124,1254,0.5933014354066986,0.49333679729048535,0.7135218682023049,0.0941380066439771
2002,illinois_ex_cook,single_observed,39,placebo,73,610,0.7180327868852459,0.5632794946944476,0.915302417180774,0.12384657604989079
2002,illinois_ex_cook,single_observed,59,placebo,18,188,0.574468085106383,0.35419856331634264,0.9317191400097579,0.24672799697587172
2002,illinois_ex_cook,single_observed,69,placebo,12,111,0.6486486486486487,0.35755482000362837,1.1767288422778037,0.30387882838780056
2003,chicago,all_observed,49,test,19,121,0.9421487603305785,0.5808494283659545,1.528183111223104,0.2467712336502895
2003,chicago,all_observed,29,placebo,48,465,0.6193548387096774,0.4601414209389794,0.833657651272305,0.1516043237105787
2003,chicago,all_observed,39,placebo,23,207,0.6666666666666666,0.43332799187159937,1.0256536683098445,0.219793491131929
2003,chicago,all_observed,59,placebo,6,93,0.3870967741935484,0.1695418257375993,0.883816792341054,0.4212117695871159
2003,chicago,all_observed,69,placebo,3,45,0.4,0.12430601034258829,1.287146128807761,0.5962847939999438
2003,chicago,single_all,49,test,17,159,0.6415094339622641,0.3890416596356528,1.0578156443399833,0.2551721724402278
2003,chicago,single_all,29,placebo,39,345,0.6782608695652174,0.48707408284233716,0.9444924774046665,0.1689366045759868
2003,chicago,single_all,39,placebo,18,152,0.7105263157894737,0.43591219463111797,1.158140679814154,0.24926793400671615
2003,chicago,single_all,59,placebo,5,69,0.43478260869565216,0.17540616948564655,1.077703922151184,0.4631336239393426
2003,chicago,single_all,69,placebo,2,33,0.36363636363636365,0.08725588145569788,1.5154440337161124,0.7282190812544191
2003,chicago,single_observed,49,test,17,93,1.096774193548387,0.6540170602803749,1.839269500275772,0.26377304180641303
2003,chicago,single_observed,29,placebo,29,342,0.5087719298245614,0.34824970023977686,0.7432852817940284,0.19340820879393095
2003,chicago,single_observed,39,placebo,18,152,0.7105263157894737,0.43591219463111797,1.158140679814154,0.24926793400671615
2003,chicago,single_observed,59,placebo,5,69,0.43478260869565216,0.17540616948564655,1.077703922151184,0.4631336239393426
2003,chicago,single_observed,69,placebo,2,33,0.36363636363636365,0.08725588145569788,1.5154440337161124,0.7282190812544191
2003,cook_ex_chicago,all_observed,49,test,23,164,0.8414634146341464,0.543884123065515,1.3018594368537322,0.2226562863365303
2003,cook_ex_chicago,all_observed,29,placebo,40,545,0.44036697247706424,0.31942865601831544,0.60709353026078,0.16381349878847318
2003,cook_ex_chicago,all_observed,39,placebo,21,254,0.4960629921259842,0.31787751346363474,0.7741299139900807,0.22705958577664886
2003,cook_ex_chicago,all_observed,59,placebo,3,88,0.20454545454545456,0.06471911485071564,0.6464680963532056,0.5871089930302291
2003,cook_ex_chicago,all_observed,69,placebo,12,46,1.5652173913043477,0.8291891498392437,2.9545797632742237,0.3241488296571745
2003,cook_ex_chicago,single_all,49,test,16,129,0.7441860465116279,0.442655340988062,1.2511153047118495,0.26505082151258486
2003,cook_ex_chicago,single_all,29,placebo,40,389,0.6169665809768637,0.4455761313744419,0.8542822095701574,0.16604425340072326
2003,cook_ex_chicago,single_all,39,placebo,17,194,0.5257731958762886,0.3202523803750014,0.863186256971049,0.25293906101474806
2003,cook_ex_chicago,single_all,59,placebo,2,73,0.16438356164383564,0.04034292944980937,0.6698064743248434,0.716727723851245
2003,cook_ex_chicago,single_all,69,placebo,7,48,0.875,0.39592854953951645,1.9337453712051276,0.4045867968563435
2003,cook_ex_chicago,single_observed,49,test,16,114,0.8421052631578947,0.49902075116262484,1.4210657023501745,0.26696803146549475
2003,cook_ex_chicago,single_observed,29,placebo,29,386,0.4507772020725389,0.3090755501476348,0.6574447115318078,0.19254462390785984
2003,cook_ex_chicago,single_observed,39,placebo,14,194,0.43298969072164945,0.2517181359052584,0.7448016075480288,0.2767367171226636
2003,cook_ex_chicago,single_observed,59,placebo,2,73,0.16438356164383564,0.04034292944980937,0.6698064743248434,0.716727723851245
2003,cook_ex_chicago,single_observed,69,placebo,7,39,1.0769230769230769,0.48169546268622787,2.407669167448494,0.41048528414325464
2003,illinois_ex_cook,all_observed,49,test,77,474,0.9746835443037974,0.7660827517140391,1.240085368598964,0.12286870076778382
2003,illinois_ex_cook,all_observed,29,placebo,180,1754,0.6157354618015964,0.5281681167122589,0.7178209871508995,0.07826672973332684
2003,illinois_ex_cook,all_observed,39,placebo,94,803,0.7023661270236612,0.567244932963134,0.8696740115654398,0.1090120538509101
2003,illinois_ex_cook,all_observed,59,placebo,22,270,0.4888888888888889,0.31657833453903267,0.7549864270624724,0.22171659648805986
2003,illinois_ex_cook,all_observed,69,placebo,15,154,0.5844155844155844,0.3439405613757156,0.9930249981034196,0.2704813730373557
2003,illinois_ex_cook,single_all,49,test,59,372,0.9516129032258065,0.7230636035560452,1.2524031262702842,0.1401332386886981
2003,illinois_ex_cook,single_all,29,placebo,136,1261,0.6471054718477399,0.5421862214511456,0.7723278001689642,0.0902549864996317
2003,illinois_ex_cook,single_all,39,placebo,81,592,0.8209459459459459,0.6508364122787077,1.035517118357658,0.1184688490766027
2003,illinois_ex_cook,single_all,59,placebo,17,197,0.5177664974619289,0.3154714006697605,0.8497827230133786,0.25278384351802313
2003,illinois_ex_cook,single_all,69,placebo,15,151,0.5960264900662251,0.3506099674711855,1.0132272605451798,0.270719750337795
2003,illinois_ex_cook,single_observed,49,test,59,354,1.0,0.7591048358571247,1.317341100680612,0.14062009564580386
2003,illinois_ex_cook,single_observed,29,placebo,126,1255,0.602390438247012,0.5015681137314815,0.72347948395638,0.0934522374558893
2003,illinois_ex_cook,single_observed,39,placebo,76,588,0.7755102040816326,0.6106997686647193,0.9847982715790405,0.12189575467977114
2003,illinois_ex_cook,single_observed,59,placebo,17,195,0.5230769230769231,0.31864269673879037,0.8586717042503399,0.2528868018303245
2003,illinois_ex_cook,single_observed,69,placebo,13,117,0.6666666666666666,0.37588337845413544,1.1823998344174578,0.2923526731023431
2004,chicago,all_observed,49,test,19,118,0.9661016949152542,0.595120426239178,1.5683422106957117,0.24719659224705112
2004,chicago,all_observed,29,placebo,41,444,0.5540540540540541,0.4023573720578481,0.7629433834993778,0.16322529263166072
2004,chicago,all_observed,39,placebo,23,198,0.696969696969697,0.4525818907498299,1.0733234546552917,0.22029245543157003
2004,chicago,all_observed,59,placebo,4,81,0.2962962962962963,0.10857639239866047,0.8085689094969939,0.5121969142940493
2004,chicago,all_observed,69,placebo,4,51,0.47058823529411764,0.17008145725603782,1.3020425081604265,0.5192377520339357
2004,chicago,single_all,49,test,19,145,0.7862068965517242,0.48736415359842117,1.2682945178089846,0.24398387379395867
2004,chicago,single_all,29,placebo,36,322,0.6708074534161491,0.4753437944495097,0.9466467108922269,0.17573664341818293
2004,chicago,single_all,39,placebo,16,150,0.64,0.3822201956646876,1.0716335888209636,0.26299556396765833
2004,chicago,single_all,59,placebo,3,58,0.3103448275862069,0.09723986552175402,0.9904776347923436,0.5920934999167599
2004,chicago,single_all,69,placebo,2,35,0.34285714285714286,0.08246192523275361,1.4255187479114588,0.7270291799999699
2004,chicago,single_observed,49,test,19,87,1.3103448275862069,0.7976845869763581,2.1524843217671634,0.25323078766400353
2004,chicago,single_observed,29,placebo,27,317,0.5110410094637223,0.3449888395278555,0.7570184406867261,0.20047845562436167
2004,chicago,single_observed,39,placebo,16,150,0.64,0.3822201956646876,1.0716335888209636,0.26299556396765833
2004,chicago,single_observed,59,placebo,3,58,0.3103448275862069,0.09723986552175402,0.9904776347923436,0.5920934999167599
2004,chicago,single_observed,69,placebo,2,35,0.34285714285714286,0.08246192523275361,1.4255187479114588,0.7270291799999699
2004,cook_ex_chicago,all_observed,49,test,31,161,1.15527950310559,0.7865619268809264,1.6968412590073763,0.19613578113223662
2004,cook_ex_chicago,all_observed,29,placebo,36,536,0.40298507462686567,0.2875627140153711,0.5647358383303472,0.17217273134723982
2004,cook_ex_chicago,all_observed,39,placebo,22,237,0.5569620253164557,0.3598398352468432,0.8620688074509938,0.2228765459559302
2004,cook_ex_chicago,all_observed,59,placebo,6,79,0.4556962025316456,0.1987066604912586,1.0450531878919973,0.4234677018554874
2004,cook_ex_chicago,all_observed,69,placebo,12,47,1.5319148936170213,0.8126837275261946,2.8876710112422037,0.32343458237797357
2004,cook_ex_chicago,single_all,49,test,24,127,1.1338582677165354,0.732988388783135,1.7539630790106768,0.22257736276337303
2004,cook_ex_chicago,single_all,29,placebo,36,376,0.574468085106383,0.40809377363112215,0.8086709529268519,0.17446303977021288
2004,cook_ex_chicago,single_all,39,placebo,19,166,0.6867469879518072,0.427209633182808,1.1039578437105777,0.24218933777710072
2004,cook_ex_chicago,single_all,59,placebo,5,62,0.48387096774193544,0.19453664522565098,1.2035321836250386,0.4648967974271973
2004,cook_ex_chicago,single_all,69,placebo,7,51,0.8235294117647058,0.37374850760634204,1.81459103712556,0.40306945554630874
2004,cook_ex_chicago,single_observed,49,test,24,111,1.2972972972972974,0.8344874564168272,2.0167831938437457,0.22511258444537408
2004,cook_ex_chicago,single_observed,29,placebo,25,374,0.40106951871657753,0.2675335796224876,0.6012582011967603,0.20657637036080348
2004,cook_ex_chicago,single_observed,39,placebo,15,166,0.5421686746987951,0.3196213964711728,0.9196720716135144,0.26961224573859555
2004,cook_ex_chicago,single_observed,59,placebo,5,62,0.48387096774193544,0.19453664522565098,1.2035321836250386,0.4648967974271973
2004,cook_ex_chicago,single_observed,69,placebo,7,41,1.024390243902439,0.45957096748662,2.283380470140447,0.40895890595459816
2004,illinois_ex_cook,all_observed,49,test,80,486,0.9876543209876543,0.7796531082701111,1.2511475262760519,0.12065493429082907
2004,illinois_ex_cook,all_observed,29,placebo,182,1797,0.6076794657762938,0.521747039751299,0.7077650757773035,0.07778810012960313
2004,illinois_ex_cook,all_observed,39,placebo,90,813,0.6642066420664207,0.5342456304537821,0.8257820714236354,0.11109060901459723
2004,illinois_ex_cook,all_observed,59,placebo,23,275,0.5018181818181818,0.32793065181492576,0.7679107951928394,0.21705903461023882
2004,illinois_ex_cook,all_observed,69,placebo,17,168,0.6071428571428571,0.36867751433821827,0.9998506408541749,0.2545111203152932
2004,illinois_ex_cook,single_all,49,test,59,369,0.959349593495935,0.7288307974495778,1.262778200045104,0.1402111965666219
2004,illinois_ex_cook,single_all,29,placebo,132,1275,0.6211764705882353,0.519260507877854,0.7430956172450206,0.09143342551412897
2004,illinois_ex_cook,single_all,39,placebo,79,603,0.7860696517412935,0.6217434024464478,0.9938271881250885,0.1196520064219753
2004,illinois_ex_cook,single_all,59,placebo,18,201,0.5373134328358209,0.3317438452136504,0.8702670125496416,0.24602983545428997
2004,illinois_ex_cook,single_all,69,placebo,14,170,0.49411764705882355,0.286517247715894,0.8521380513086794,0.27804842090856746
2004,illinois_ex_cook,single_observed,49,test,59,357,0.9915966386554622,0.7528503788254773,1.3060548569116779,0.1405356644789932
2004,illinois_ex_cook,single_observed,29,placebo,126,1272,0.5943396226415094,0.4949200500757458,0.7137306055545531,0.09339524323283555
2004,illinois_ex_cook,single_observed,39,placebo,74,602,0.7375415282392027,0.5793339083186873,0.9389533360063334,0.12318540125201455
2004,illinois_ex_cook,single_observed,59,placebo,18,199,0.542713567839196,0.3350112378853699,0.8791884671568272,0.2461314307107003
2004,illinois_ex_cook,single_observed,69,placebo,13,133,0.5864661654135338,0.3318094475923371,1.0365665163260334,0.2905888399707706
2005,chicago,all_observed,49,test,21,117,1.0769230769230769,0.676786204126779,1.7136332072635077,0.23699378929848808
2005,chicago,all_observed,29,placebo,42,443,0.5688487584650114,0.4145393888891498,0.78059870468356,0.16145234638319425
2005,chicago,all_observed,39,placebo,24,193,0.7461139896373058,0.48816238680557894,1.1403707056893955,0.21644402005351343
2005,chicago,all_observed,59,placebo,4,81,0.2962962962962963,0.10857639239866047,0.8085689094969939,0.5121969142940493
2005,chicago,all_observed,69,placebo,4,52,0.46153846153846156,0.16692946005282244,1.2760944138433297,0.5188745216627708
2005,chicago,single_all,49,test,19,143,0.7972027972027973,0.49398909071885594,1.286531042503659,0.2441814610906721
2005,chicago,single_all,29,placebo,37,320,0.69375,0.4936222852103475,0.9750148583646462,0.1736433903925716
2005,chicago,single_all,39,placebo,17,147,0.6938775510204082,0.41997287848412274,1.1464217821586808,0.2561762098638359
2005,chicago,single_all,59,placebo,3,58,0.3103448275862069,0.09723986552175402,0.9904776347923436,0.5920934999167599
2005,chicago,single_all,69,placebo,2,36,0.3333333333333333,0.08025716183602605,1.384438579302405,0.7264831572567789
2005,chicago,single_observed,49,test,19,83,1.3734939759036144,0.8343405438171017,2.2610500182729476,0.25432218094073655
2005,chicago,single_observed,29,placebo,28,314,0.535031847133758,0.36349255688917587,0.7875239039203699,0.1972282918094711
2005,chicago,single_observed,39,placebo,17,147,0.6938775510204082,0.41997287848412274,1.1464217821586808,0.2561762098638359
2005,chicago,single_observed,59,placebo,3,58,0.3103448275862069,0.09723986552175402,0.9904776347923436,0.5920934999167599
2005,chicago,single_observed,69,placebo,2,36,0.3333333333333333,0.08025716183602605,1.384438579302405,0.7264831572567789
2005,cook_ex_chicago,all_observed,49,test,31,161,1.15527950310559,0.7865619268809264,1.6968412590073763,0.19613578113223662
2005,cook_ex_chicago,all_observed,29,placebo,35,537,0.39106145251396646,0.2778101840465196,0.5504803942562635,0.17445236015701313
2005,cook_ex_chicago,all_observed,39,placebo,23,237,0.5822784810126582,0.37951298636822944,0.8933771481575622,0.21839796279330453
2005,cook_ex_chicago,all_observed,59,placebo,7,75,0.56,0.2580946411971078,1.2150581606245074,0.3952094080237415
2005,cook_ex_chicago,all_observed,69,placebo,6,47,0.7659574468085106,0.32747742288706727,1.7915458267293638,0.43352423509112786
2005,cook_ex_chicago,single_all,49,test,22,127,1.0393700787401574,0.6609959780389266,1.6343369649318835,0.23092977547855745
2005,cook_ex_chicago,single_all,29,placebo,30,375,0.48,0.33092847058298436,0.696222962001767,0.18973665961010275
2005,cook_ex_chicago,single_all,39,placebo,19,162,0.7037037037037037,0.43749478858254875,1.1318966888970687,0.24249622358614423
2005,cook_ex_chicago,single_all,59,placebo,6,59,0.6101694915254237,0.26345132093241,1.4131901372546605,0.428504164751102
2005,cook_ex_chicago,single_all,69,placebo,5,48,0.625,0.24881027725778682,1.5699713223472764,0.4699290726623895
2005,cook_ex_chicago,single_observed,49,test,22,110,1.2000000000000002,0.7592411568262635,1.8966305857540788,0.2335496832484569
2005,cook_ex_chicago,single_observed,29,placebo,23,371,0.3719676549865229,0.24411535899428147,0.5667809552262302,0.21488061489888433
2005,cook_ex_chicago,single_observed,39,placebo,13,161,0.484472049689441,0.27531962874015986,0.8525115626674221,0.2883301181758516
2005,cook_ex_chicago,single_observed,59,placebo,6,59,0.6101694915254237,0.26345132093241,1.4131901372546605,0.428504164751102
2005,cook_ex_chicago,single_observed,69,placebo,5,41,0.7317073170731707,0.2891459522336833,1.8516447964165834,0.47369847361210593
2005,illinois_ex_cook,all_observed,49,test,88,473,1.1162790697674418,0.8891020898155262,1.401502679922174,0.11609393295301414
2005,illinois_ex_cook,all_observed,29,placebo,173,1740,0.596551724137931,0.5102584907390617,0.697438584621077,0.07971862683518458
2005,illinois_ex_cook,all_observed,39,placebo,86,802,0.6433915211970075,0.5150983535765729,0.803638075474187,0.11346713079020568
2005,illinois_ex_cook,all_observed,59,placebo,27,283,0.5724381625441697,0.38572267326142917,0.8495363966194738,0.20142146345816941
2005,illinois_ex_cook,all_observed,69,placebo,18,165,0.6545454545454545,0.40238848992124393,1.0647167172946936,0.2482260292881502
2005,illinois_ex_cook,single_all,49,test,65,358,1.0893854748603353,0.8364034401642978,1.4188854993274043,0.13482548525409008
2005,illinois_ex_cook,single_all,29,placebo,116,1263,0.5510688836104513,0.45564085979237345,0.6664830599741398,0.09701780915143235
2005,illinois_ex_cook,single_all,39,placebo,75,591,0.7614213197969543,0.5988037094913461,0.968201126766257,0.12257805966264884
2005,illinois_ex_cook,single_all,59,placebo,21,206,0.6116504854368932,0.39040408289681494,0.9582797227919032,0.22907076756121994
2005,illinois_ex_cook,single_all,69,placebo,15,151,0.5960264900662251,0.3506099674711855,1.0132272605451798,0.270719750337795
2005,illinois_ex_cook,single_observed,49,test,65,338,1.1538461538461537,0.8848335065965371,1.504645717889423,0.1354370527819924
2005,illinois_ex_cook,single_observed,29,placebo,111,1258,0.5294117647058824,0.4360241334813934,0.6428011549983549,0.09901475429766743
2005,illinois_ex_cook,single_observed,39,placebo,69,589,0.7028862478777589,0.5477399309106454,0.9019774706479636,0.1272420783092541
2005,illinois_ex_cook,single_observed,59,placebo,21,204,0.6176470588235294,0.394151332639034,0.9678716210829741,0.22917462425705282
2005,illinois_ex_cook,single_observed,69,placebo,15,122,0.7377049180327869,0.43149886531148707,1.261205045572743,0.27361174678390926
2006,chicago,all_observed,49,test,22,115,1.1478260869565218,0.727438348268585,1.811156545477406,0.23270195020338463
2006,chicago,all_observed,29,placebo,37,468,0.47435897435897434,0.3394230314001582,0.6629380323034649,0.17077405881391694
2006,chicago,all_observed,39,placebo,27,209,0.7751196172248803,0.5191486658673401,1.157299364341181,0.20450360884896956
2006,chicago,all_observed,59,placebo,3,92,0.19565217391304346,0.06195633302265987,0.617850852194551,0.586688076025689
2006,chicago,all_observed,69,placebo,7,56,0.75,0.3418339713533695,1.6455356902445424,0.40089186286863654
2006,chicago,single_all,49,test,19,138,0.8260869565217391,0.5113675358166561,1.334499380461301,0.2446997257026714
2006,chicago,single_all,29,placebo,56,356,0.9438202247191011,0.7120667111353225,1.251001630406966,0.14375719676311097
2006,chicago,single_all,39,placebo,20,150,0.8,0.5017180977389093,1.2756167315555988,0.23804761428476168
2006,chicago,single_all,59,placebo,2,62,0.1935483870967742,0.047343142142885125,0.7912651432112962,0.7184212081070996
2006,chicago,single_all,69,placebo,4,43,0.5581395348837209,0.20034502773616691,1.5549162558227034,0.5227387626276516
2006,chicago,single_observed,49,test,19,81,1.4074074074074074,0.853963186407542,2.3195327877751555,0.25490637096729085
2006,chicago,single_observed,29,placebo,24,349,0.41260744985673353,0.27284001211933456,0.6239733914203731,0.21102605568877186
2006,chicago,single_observed,39,placebo,20,150,0.8,0.5017180977389093,1.2756167315555988,0.23804761428476168
2006,chicago,single_observed,59,placebo,2,62,0.1935483870967742,0.047343142142885125,0.7912651432112962,0.7184212081070996
2006,chicago,single_observed,69,placebo,4,43,0.5581395348837209,0.20034502773616691,1.5549162558227034,0.5227387626276516
2006,cook_ex_chicago,all_observed,49,test,36,152,1.4210526315789473,0.9881712855676119,2.043563308518422,0.18535567200978456
2006,cook_ex_chicago,all_observed,29,placebo,38,495,0.46060606060606063,0.33116293612728714,0.6406451928107321,0.1683329780342706
2006,cook_ex_chicago,all_observed,39,placebo,29,243,0.7160493827160493,0.4872027131039019,1.0523888818712102,0.19646369883044099
2006,cook_ex_chicago,all_observed,59,placebo,8,67,0.7164179104477613,0.3441557472206895,1.4913440398867217,0.3740660010403623
2006,cook_ex_chicago,all_observed,69,placebo,7,46,0.9130434782608695,0.41223862228474695,2.0222471843477057,0.4057046626450397
2006,cook_ex_chicago,single_all,49,test,25,126,1.1904761904761905,0.7750893238642665,1.8284777205096536,0.2189440749061457
2006,cook_ex_chicago,single_all,29,placebo,32,336,0.5714285714285714,0.3976344773958463,0.8211828470795195,0.18500321747523873
2006,cook_ex_chicago,single_all,39,placebo,20,160,0.75,0.4711697302117488,1.193837303061057,0.23717082451262844
2006,cook_ex_chicago,single_all,59,placebo,6,49,0.7346938775510204,0.31472895880212265,1.7150474356264205,0.4325214791567845
2006,cook_ex_chicago,single_all,69,placebo,7,51,0.8235294117647058,0.37374850760634204,1.81459103712556,0.40306945554630874
2006,cook_ex_chicago,single_observed,49,test,25,101,1.4851485148514854,0.9585626066777836,2.3010141390868974,0.2233852951718396
2006,cook_ex_chicago,single_observed,29,placebo,24,333,0.43243243243243246,0.28576681908722046,0.6543720128765391,0.2113520041770829
2006,cook_ex_chicago,single_observed,39,placebo,17,159,0.6415094339622641,0.3890416596356528,1.0578156443399833,0.2551721724402278
2006,cook_ex_chicago,single_observed,59,placebo,6,49,0.7346938775510204,0.31472895880212265,1.7150474356264205,0.4325214791567845
2006,cook_ex_chicago,single_observed,69,placebo,7,39,1.0769230769230769,0.48169546268622787,2.407669167448494,0.41048528414325464
2006,illinois_ex_cook,all_observed,49,test,81,473,1.0274841437632136,0.8117401655427768,1.3005684706742406,0.12024909112840836
2006,illinois_ex_cook,all_observed,29,placebo,170,1700,0.6000000000000001,0.5124828876861045,0.7024624795286821,0.08043996665398437
2006,illinois_ex_cook,all_observed,39,placebo,79,820,0.578048780487805,0.45886808530932055,0.7281839886471864,0.1178038201554738
2006,illinois_ex_cook,all_observed,59,placebo,25,291,0.5154639175257731,0.34260415766877406,0.7755394799612906,0.20841407370146214
2006,illinois_ex_cook,all_observed,69,placebo,11,174,0.3793103448275862,0.2062314113272424,0.6976451199517967,0.3108958303771096
2006,illinois_ex_cook,single_all,49,test,61,357,1.0252100840336134,0.7814144849303741,1.3450681253980852,0.13854444438926483
2006,illinois_ex_cook,single_all,29,placebo,118,1222,0.5793780687397709,0.4796284650286029,0.6998728620425152,0.09639972446408282
2006,illinois_ex_cook,single_all,39,placebo,66,595,0.6655462184873949,0.5161099380660815,0.8582508033126784,0.12973892022220132
2006,illinois_ex_cook,single_all,59,placebo,18,213,0.5070422535211268,0.3134041652010272,0.8203204532743713,0.24545955112055984
2006,illinois_ex_cook,single_all,69,placebo,9,156,0.34615384615384615,0.17679097127977367,0.6777636003678049,0.3428138963364343
2006,illinois_ex_cook,single_observed,49,test,61,336,1.0892857142857142,0.8292277011424085,1.43090174835243,0.13917482925853114
2006,illinois_ex_cook,single_observed,29,placebo,113,1213,0.5589447650453422,0.4609420495369351,0.6777842262068537,0.0983562902434326
2006,illinois_ex_cook,single_observed,39,placebo,62,594,0.6262626262626263,0.48211426365976945,0.8135102124465311,0.13346360530708812
2006,illinois_ex_cook,single_observed,59,placebo,18,212,0.5094339622641509,0.31485464988537354,0.8242627574426316,0.24550465716077774
2006,illinois_ex_cook,single_observed,69,placebo,9,128,0.421875,0.2146045701722552,0.8293323645537612,0.344853028275976
2007,chicago,all_observed,49,test,24,115,1.2521739130434781,0.8065630409401433,1.9439763898417652,0.22441550490235676
2007,chicago,all_observed,29,placebo,38,463,0.4924406047516198,0.3537637603137779,0.68547934076982,0.16874719756934367
2007,chicago,all_observed,39,placebo,26,211,0.7393364928909953,0.49194684763906554,1.1111331485173028,0.20784820171083862
2007,chicago,all_observed,59,placebo,4,91,0.26373626373626374,0.09689643855654279,0.7178469905163233,0.5108708359155091
2007,chicago,all_observed,69,placebo,7,55,0.7636363636363637,0.34777314198614967,1.6767841603219393,0.4012965998347868
2007,chicago,single_all,49,test,20,87,1.3793103448275863,0.8483535079492666,2.2425757771041934,0.24798034775675917
2007,chicago,single_all,29,placebo,24,354,0.4067796610169492,0.2690369105759115,0.6150445760875444,0.2109301434687058
2007,chicago,single_all,39,placebo,20,172,0.6976744186046512,0.4390893825057976,1.1085433029547491,0.23624976928744734
2007,chicago,single_all,59,placebo,3,61,0.29508196721311475,0.09258750708375998,0.9404440201159122,0.5913770167636583
2007,chicago,single_all,69,placebo,4,40,0.6,0.21466893067630913,1.6770009468339409,0.5244044240850758
2007,chicago,single_observed,49,test,20,80,1.5,0.9189395912766242,2.4484743299330685,0.25
2007,chicago,single_observed,29,placebo,24,342,0.42105263157894735,0.2783486615871771,0.6369181642500268,0.21116496696860917
2007,chicago,single_observed,39,placebo,20,152,0.7894736842105263,0.49529544427722577,1.258377611307257,0.2378632955468772
2007,chicago,single_observed,59,placebo,3,60,0.3,0.0940880303546699,0.9565510050613255,0.5916079783099616
2007,chicago,single_observed,69,placebo,4,40,0.6,0.21466893067630913,1.6770009468339409,0.5244044240850758
2007,cook_ex_chicago,all_observed,49,test,39,160,1.4625,1.0305878337915468,2.075423539719981,0.17858058584579017
2007,cook_ex_chicago,all_observed,29,placebo,50,505,0.594059405940594,0.44425343891386565,0.7943811952233757,0.14825720225271344
2007,cook_ex_chicago,all_observed,39,placebo,28,246,0.6829268292682927,0.4619564020331339,1.009595390564567,0.19944755291728253
2007,cook_ex_chicago,all_observed,59,placebo,8,72,0.6666666666666666,0.321128481911098,1.3840081757914127,0.37267799624996495
2007,cook_ex_chicago,all_observed,69,placebo,8,54,0.8888888888888888,0.42303250395739644,1.8677606316267759,0.37883838047182933
2007,cook_ex_chicago,single_all,49,test,32,110,1.7454545454545456,1.177446482548138,2.587473499139167,0.2008504645025973
2007,cook_ex_chicago,single_all,29,placebo,29,361,0.481994459833795,0.3301783995790157,0.7036155593663393,0.19300995239412586
2007,cook_ex_chicago,single_all,39,placebo,16,183,0.5245901639344263,0.3147080400087807,0.874444898481367,0.2606999824977304
