sample,year,geo,baseline,n48,n50,n51,n49,base_sum,ratio,lo,hi,se
all_verified,1998,chicago,original,27,569,11,13.0,109.0,0.7155963302752293,0.40262517200720926,1.2718482189042217,0.29342356560045146
all_verified,1998,chicago,skip_51,27,569,11,13.0,108.0,0.7222222222222222,0.4062379395227127,1.2839887354795971,0.2935682819759931
all_verified,1998,cook_ex_chicago,original,31,704,16,21.0,107.0,1.177570093457944,0.7376054807887524,1.8799634237041263,0.2386730860645393
all_verified,1998,cook_ex_chicago,skip_51,31,704,16,21.0,113.0,1.1150442477876108,0.6998682767654,1.7765109747087569,0.23763123772175138
all_verified,1998,illinois_ex_cook,original,76,1319,24,46.0,320.0,0.8624999999999999,0.6331929625327137,1.174849207142864,0.15768364035239232
all_verified,1998,illinois_ex_cook,skip_51,76,1319,24,46.0,338.0,0.8165680473372781,0.6000940228113271,1.1111315070402819,0.15715505183238435
all_verified,1999,chicago,original,28,589,10,13.0,111.0,0.7027027027027027,0.39558911065755314,1.248242368362712,0.29314175057825853
all_verified,1999,chicago,skip_51,28,589,10,13.0,119.0,0.6554621848739496,0.36974408265298514,1.1619676851000524,0.2921068952757102
all_verified,1999,cook_ex_chicago,original,35,685,18,23.0,112.0,1.232142857142857,0.7866758921001515,1.9298621397373195,0.2289253858752599
all_verified,1999,cook_ex_chicago,skip_51,35,685,18,23.0,114.0,1.2105263157894737,0.7733933832396229,1.8947329948448952,0.22858300613590377
all_verified,1999,illinois_ex_cook,original,84,1351,38,47.0,348.0,0.8103448275862069,0.5975688877371303,1.0988837489219863,0.1554032141336583
all_verified,1999,illinois_ex_cook,skip_51,84,1351,38,47.0,352.0,0.8011363636363636,0.5909000405328602,1.0861726673122543,0.15529811600785742
all_verified,2000,chicago,original,27,579,10,13.0,109.0,0.7155963302752293,0.40262517200720926,1.2718482189042217,0.29342356560045146
all_verified,2000,chicago,skip_51,27,579,10,13.0,117.0,0.6666666666666666,0.37588337845413544,1.1823998344174578,0.2923526731023431
all_verified,2000,cook_ex_chicago,original,35,687,17,25.0,113.0,1.3274336283185841,0.860750608056659,2.047143529261442,0.22101936006179163
all_verified,2000,cook_ex_chicago,skip_51,35,687,17,25.0,116.0,1.293103448275862,0.8393421480727851,1.992175100204696,0.22050099694825057
all_verified,2000,illinois_ex_cook,original,80,1364,40,44.0,358.0,0.7374301675977654,0.5391847570866396,1.0085657002278472,0.15975158470781503
all_verified,2000,illinois_ex_cook,skip_51,80,1364,40,44.0,363.0,0.7272727272727273,0.5318835410767468,0.9944387802712451,0.15963111746746575
all_verified,2001,chicago,original,30,613,11,13.0,100.0,0.7799999999999999,0.4376557361493842,1.390133727831082,0.29482719841133537
all_verified,2001,chicago,skip_51,30,613,11,13.0,105.0,0.7428571428571429,0.41747617153750394,1.3218400769115592,0.29401851378252775
all_verified,2001,cook_ex_chicago,original,33,669,15,18.0,117.0,0.9230769230769231,0.5619822588077116,1.5161884428965673,0.25318484177091666
all_verified,2001,cook_ex_chicago,skip_51,33,669,15,18.0,118.0,0.9152542372881355,0.5573759870791233,1.5029178477238037,0.25304175905716036
all_verified,2001,illinois_ex_cook,original,90,1442,31,55.0,367.0,0.899182561307902,0.6772817374927085,1.1937857376066388,0.14459119552083782
all_verified,2001,illinois_ex_cook,skip_51,90,1442,31,55.0,385.0,0.8571428571428571,0.6461751589101701,1.1369887365991362,0.14414999403128945
all_verified,2002,chicago,original,29,572,12,15.0,92.0,0.9782608695652174,0.5668008082568057,1.688413839538671,0.2784532849223689
all_verified,2002,chicago,skip_51,29,572,12,15.0,93.0,0.967741935483871,0.5609369523168735,1.6695716868462354,0.27824333745610097
all_verified,2002,cook_ex_chicago,original,28,668,12,14.0,108.0,0.7777777777777778,0.4457200316764737,1.3572158050191319,0.2840560344154489
all_verified,2002,cook_ex_chicago,skip_51,28,668,12,14.0,112.0,0.75,0.4302925951868847,1.3072500114850802,0.2834733547569204
all_verified,2002,illinois_ex_cook,original,92,1418,37,60.0,359.0,1.0027855153203342,0.7629355864819456,1.3180389112181814,0.13947107939282943
all_verified,2002,illinois_ex_cook,skip_51,92,1418,37,60.0,374.0,0.9625668449197861,0.7329125006297976,1.2641821911110158,0.13906999481595775
all_verified,2003,chicago,original,27,585,13,17.0,93.0,1.096774193548387,0.6540170602803749,1.839269500275772,0.26377304180641303
all_verified,2003,chicago,skip_51,27,585,13,17.0,93.0,1.096774193548387,0.6540170602803749,1.839269500275772,0.26377304180641303
all_verified,2003,cook_ex_chicago,original,31,669,12,16.0,114.0,0.8421052631578947,0.49902075116262484,1.4210657023501745,0.26696803146549475
all_verified,2003,cook_ex_chicago,skip_51,31,669,12,16.0,117.0,0.8205128205128205,0.48662728378110803,1.383484467608967,0.26654644726015114
all_verified,2003,illinois_ex_cook,original,91,1420,34,59.0,354.0,1.0,0.7591048358571247,1.317341100680612,0.14062009564580386
all_verified,2003,illinois_ex_cook,skip_51,91,1420,34,59.0,375.0,0.944,0.717387007227821,1.2421970164243596,0.14005648577998647
all_verified,2004,chicago,original,25,578,13,19.0,87.0,1.3103448275862069,0.7976845869763581,2.1524843217671634,0.25323078766400353
all_verified,2004,chicago,skip_51,25,578,13,19.0,90.0,1.2666666666666666,0.7722410085372546,2.0776472975496514,0.25247314720278574
all_verified,2004,cook_ex_chicago,original,28,667,15,24.0,111.0,1.2972972972972974,0.8344874564168272,2.0167831938437457,0.22511258444537408
all_verified,2004,cook_ex_chicago,skip_51,28,667,15,24.0,113.0,1.2743362831858407,0.8202874221879832,1.9797121334767345,0.22475814598984073
all_verified,2004,illinois_ex_cook,original,95,1474,36,59.0,357.0,0.9915966386554622,0.7528503788254773,1.3060548569116779,0.1405356644789932
all_verified,2004,illinois_ex_cook,skip_51,95,1474,36,59.0,382.0,0.9267015706806283,0.7044821585043495,1.219017104599451,0.13988192731548024
all_verified,2005,chicago,original,23,574,12,19.0,83.0,1.3734939759036144,0.8343405438171017,2.2610500182729476,0.25432218094073655
all_verified,2005,chicago,skip_51,23,574,12,19.0,87.0,1.3103448275862069,0.7976845869763581,2.1524843217671634,0.25323078766400353
all_verified,2005,cook_ex_chicago,original,28,674,16,22.0,110.0,1.2000000000000002,0.7592411568262635,1.8966305857540788,0.2335496832484569
all_verified,2005,cook_ex_chicago,skip_51,28,674,16,22.0,111.0,1.1891891891891893,0.7526598594618341,1.8788977649154823,0.23337427978154418
all_verified,2005,illinois_ex_cook,original,81,1476,40,65.0,338.0,1.1538461538461537,0.8848335065965371,1.504645717889423,0.1354370527819924
all_verified,2005,illinois_ex_cook,skip_51,81,1476,40,65.0,359.0,1.0863509749303621,0.834120803593143,1.4148531431519016,0.13479662720168353
all_verified,2006,chicago,original,20,579,12,19.0,81.0,1.4074074074074074,0.853963186407542,2.3195327877751555,0.25490637096729085
all_verified,2006,chicago,skip_51,20,579,12,19.0,83.0,1.3734939759036144,0.8343405438171017,2.2610500182729476,0.25432218094073655
all_verified,2006,cook_ex_chicago,original,22,657,14,25.0,101.0,1.4851485148514854,0.9585626066777836,2.3010141390868974,0.2233852951718396
all_verified,2006,cook_ex_chicago,skip_51,22,657,14,25.0,105.0,1.4285714285714286,0.923575812593556,2.209690096581955,0.22253945610567472
all_verified,2006,illinois_ex_cook,original,83,1533,35,61.0,336.0,1.0892857142857142,0.8292277011424085,1.43090174835243,0.13917482925853114
all_verified,2006,illinois_ex_cook,skip_51,83,1533,35,61.0,360.0,1.0166666666666666,0.7750306953940039,1.3336389348884459,0.1384601762266992
all_verified,2007,chicago,original,19,587,13,20.0,80.0,1.5,0.9189395912766242,2.4484743299330685,0.25
all_verified,2007,chicago,skip_51,19,587,13,20.0,82.0,1.4634146341463414,0.8975998408682633,2.385898809164318,0.24938949847822284
all_verified,2007,cook_ex_chicago,original,21,696,13,32.0,110.0,1.7454545454545456,1.177446482548138,2.587473499139167,0.2008504645025973
all_verified,2007,cook_ex_chicago,skip_51,21,696,13,32.0,112.0,1.7142857142857142,1.1573379244738538,2.5392544805270254,0.20044593143431827
all_verified,2007,illinois_ex_cook,original,93,1591,32,64.0,347.0,1.1066282420749278,0.8476221170121565,1.4447783293746708,0.1360398632034135
all_verified,2007,illinois_ex_cook,skip_51,93,1591,32,64.0,371.0,1.0350404312668464,0.7938575290803807,1.3494974288372417,0.1353529378689558
all_verified,2008,chicago,original,24,623,11,27.0,71.0,2.2816901408450705,1.4648590264676837,3.5540006272026403,0.22610073878537099
all_verified,2008,chicago,skip_51,24,623,11,27.0,73.0,2.219178082191781,1.4271153086867314,3.4508433414622077,0.22524579279982865
all_verified,2008,cook_ex_chicago,original,21,749,15,30.0,112.0,1.607142857142857,1.0741472069113749,2.404612837650301,0.20557700445795188
all_verified,2008,cook_ex_chicago,skip_51,21,749,15,30.0,109.0,1.6513761467889907,1.1024205648561338,2.4736867808153904,0.2061738229260418
all_verified,2008,illinois_ex_cook,original,84,1685,35,60.0,337.0,1.0682492581602374,0.8117060793098795,1.4058740061798232,0.14012146772394218
all_verified,2008,illinois_ex_cook,skip_51,84,1685,35,60.0,354.0,1.0169491525423728,0.7734977590483206,1.3370246607166245,0.1396120532895667
all_verified,2009,chicago,original,25,604,11,27.0,71.0,2.2816901408450705,1.4648590264676837,3.5540006272026403,0.22610073878537099
all_verified,2009,chicago,skip_51,25,604,11,27.0,72.0,2.25,1.4457402275934705,3.5016664151532004,0.22566773346211
all_verified,2009,cook_ex_chicago,original,16,730,19,24.0,106.0,1.3584905660377358,0.8722383287032318,2.1158169244376728,0.2260544822179326
all_verified,2009,cook_ex_chicago,skip_51,16,730,19,24.0,99.0,1.4545454545454546,0.9312236818007831,2.2719594880228313,0.2275251123891092
all_verified,2009,illinois_ex_cook,original,72,1698,33,55.0,310.0,1.064516129032258,0.7991121355428095,1.4180670503772075,0.1463134465229737
all_verified,2009,illinois_ex_cook,skip_51,72,1698,33,55.0,321.0,1.02803738317757,0.7723005716440762,1.3684579553796483,0.1459352013029275
all_verified,2010,chicago,original,24,600,12,30.0,70.0,2.5714285714285716,1.6765775517449435,3.9438944479945537,0.21821789023599236
all_verified,2010,chicago,skip_51,24,600,12,30.0,69.0,2.608695652173913,1.6992967549590547,4.004770200267377,0.21869176243407465
all_verified,2010,cook_ex_chicago,original,18,703,18,23.0,101.0,1.3663366336633664,0.8687462024302081,2.148931173763051,0.2310395008836695
all_verified,2010,cook_ex_chicago,skip_51,18,703,18,23.0,96.0,1.4375,0.9120011614686617,2.2657934411753553,0.23215281074376826
all_verified,2010,illinois_ex_cook,original,67,1654,31,57.0,292.0,1.1712328767123288,0.8818255227626046,1.5556211700408387,0.14480510068146557
all_verified,2010,illinois_ex_cook,skip_51,67,1654,31,57.0,304.0,1.125,0.8477931530397581,1.4928464513568052,0.14433756729740643
all_verified,2011,chicago,original,21,564,10,30.0,66.0,2.727272727272727,1.7713187274478264,4.199140681836834,0.2201927530252721
all_verified,2011,chicago,skip_51,21,564,10,30.0,67.0,2.6865671641791047,1.7466402578203066,4.132300910464818,0.2196786436312408
all_verified,2011,cook_ex_chicago,original,15,675,16,25.0,95.0,1.5789473684210527,1.016320179412166,2.453040727466169,0.22478059477960655
all_verified,2011,cook_ex_chicago,skip_51,15,675,16,25.0,92.0,1.6304347826086956,1.04789436394103,2.536818282276648,0.2255428234668337
all_verified,2011,illinois_ex_cook,original,65,1562,31,48.0,286.0,1.006993006993007,0.7417428858579127,1.367097596035543,0.15598024499864344
all_verified,2011,illinois_ex_cook,skip_51,65,1562,31,48.0,300.0,0.96,0.7078547392276778,1.301962039564126,0.15545631755148026
all_verified,2012,chicago,original,19,543,12,31.0,67.0,2.7761194029850746,1.813589037031803,4.249495769032409,0.21721748928310858
all_verified,2012,chicago,skip_51,19,543,12,31.0,65.0,2.8615384615384616,1.8655319146032872,4.3893124008040365,0.21827203187936015
all_verified,2012,cook_ex_chicago,original,17,648,17,25.0,96.0,1.5625,1.0062146769762226,2.426327408915038,0.22453655975512465
all_verified,2012,cook_ex_chicago,skip_51,17,648,17,25.0,90.0,1.6666666666666667,1.0700585838126604,2.5959118685637264,0.22607766610417562
all_verified,2012,illinois_ex_cook,original,65,1612,31,52.0,286.0,1.090909090909091,0.8118255996080274,1.4659338720073687,0.15075567228888181
all_verified,2012,illinois_ex_cook,skip_51,65,1612,31,52.0,301.0,1.036544850498339,0.7722450747111372,1.3913008477218438,0.15017665719738824
all_verified,2013,chicago,original,18,552,13,34.0,72.0,2.8333333333333335,1.884384451360604,4.26015921113199,0.20808809094893257
all_verified,2013,chicago,skip_51,18,552,13,34.0,70.0,2.9142857142857146,1.9346133534331693,4.390056136756211,0.20903941970737633
all_verified,2013,cook_ex_chicago,original,16,646,17,25.0,90.0,1.6666666666666667,1.0700585838126604,2.5959118685637264,0.22607766610417562
all_verified,2013,cook_ex_chicago,skip_51,16,646,17,25.0,83.0,1.8072289156626504,1.1556221478867366,2.8262493580447625,0.22814073018881206
all_verified,2013,illinois_ex_cook,original,68,1572,34,57.0,286.0,1.1958041958041958,0.8998880714296,1.589028369307357,0.1450529666901932
all_verified,2013,illinois_ex_cook,skip_51,68,1572,34,57.0,299.0,1.1438127090301002,0.8616486362656564,1.5183770486876396,0.14452799470854766
all_verified,2014,chicago,original,16,546,27,35.0,82.0,2.5609756097560976,1.724004893583224,3.804279267522281,0.20190728199509814
all_verified,2014,chicago,skip_51,16,546,27,35.0,67.0,3.1343283582089554,2.0826466832452564,4.717081555938575,0.2085588686816193
all_verified,2014,cook_ex_chicago,original,15,635,19,29.0,87.0,2.0,1.3137413604070656,3.044739338008352,0.21442250696755896
all_verified,2014,cook_ex_chicago,skip_51,15,635,19,29.0,79.0,2.2025316455696204,1.4391501041686137,3.3708406341241877,0.21711975144788398
