year,geo,naics2,band,n_establishments,employment,n_observed
1997,chicago,11,1-9,17,52.0,0
1997,chicago,11,10-49,7,157.0,0
1997,chicago,11,50-99,1,69.0,0
1997,chicago,21,1-9,15,59.0,0
1997,chicago,21,10-49,11,218.0,0
1997,chicago,21,100-249,1,130.0,0
1997,chicago,21,1000+,1,4000.0,0
1997,chicago,21,50-99,1,80.0,0
1997,chicago,21,unknown,2,0.0,0
1997,chicago,22,1-9,14,61.0,0
1997,chicago,22,10-49,11,206.0,0
1997,chicago,22,1000+,3,4600.0,0
1997,chicago,22,250-499,1,275.0,0
1997,chicago,22,unknown,1,0.0,0
1997,chicago,23,1-9,3885,13811.0,0
1997,chicago,23,10-49,644,11707.0,0
1997,chicago,23,100-249,31,4391.0,0
1997,chicago,23,250-499,10,3367.0,0
1997,chicago,23,50-99,79,4822.0,0
1997,chicago,23,500-999,1,500.0,0
1997,chicago,23,unknown,5,0.0,0
1997,chicago,31,1-9,610,2314.0,0
1997,chicago,31,10-49,269,5383.0,0
1997,chicago,31,100-249,48,6866.0,0
1997,chicago,31,1000+,4,9400.0,0
1997,chicago,31,250-499,21,7045.0,0
1997,chicago,31,50-99,49,3179.0,0
1997,chicago,31,500-999,5,3450.0,0
1997,chicago,31,unknown,21,0.0,0
1997,chicago,32,1-9,1114,3983.0,0
1997,chicago,32,10-49,480,9648.0,0
1997,chicago,32,100-249,77,10583.0,0
1997,chicago,32,1000+,3,4200.0,0
1997,chicago,32,250-499,19,5984.0,0
1997,chicago,32,50-99,121,7844.0,0
1997,chicago,32,500-999,8,5115.0,0
1997,chicago,32,unknown,10,0.0,0
1997,chicago,33,1-9,1555,5749.0,0
1997,chicago,33,10-49,746,14749.0,0
1997,chicago,33,100-249,121,17129.0,0
1997,chicago,33,1000+,5,7300.0,0
1997,chicago,33,250-499,39,11876.0,0
1997,chicago,33,50-99,142,9174.0,0
1997,chicago,33,500-999,15,9312.0,0
1997,chicago,33,unknown,17,0.0,0
1997,chicago,42,1-9,4664,18095.0,0
1997,chicago,42,10-49,1093,21485.0,0
1997,chicago,42,100-249,123,17199.0,0
1997,chicago,42,1000+,9,18700.0,0
1997,chicago,42,250-499,46,14817.0,0
1997,chicago,42,50-99,180,11528.0,0
1997,chicago,42,500-999,14,9052.0,0
1997,chicago,42,unknown,10,0.0,0
1997,chicago,44,1-9,9141,29267.0,0
1997,chicago,44,10-49,1179,21312.0,0
1997,chicago,44,100-249,76,11433.0,0
1997,chicago,44,250-499,20,6361.0,0
1997,chicago,44,50-99,123,7735.0,0
1997,chicago,44,500-999,1,500.0,0
1997,chicago,44,unknown,6,0.0,0
1997,chicago,45,1-9,3447,9558.0,0
1997,chicago,45,10-49,363,7444.0,0
1997,chicago,45,100-249,32,4976.0,0
1997,chicago,45,1000+,2,2000.0,0
1997,chicago,45,250-499,11,3375.0,0
1997,chicago,45,50-99,45,2966.0,0
1997,chicago,45,500-999,4,2950.0,0
1997,chicago,48,1-9,1091,4581.0,0
1997,chicago,48,10-49,470,7558.0,0
1997,chicago,48,100-249,57,8099.0,0
1997,chicago,48,1000+,1,1200.0,0
1997,chicago,48,250-499,15,4638.0,0
1997,chicago,48,50-99,65,4053.0,0
1997,chicago,48,500-999,3,2115.0,0
1997,chicago,48,unknown,2,0.0,0
1997,chicago,49,1-9,72,256.0,0
1997,chicago,49,10-49,76,1674.0,0
1997,chicago,49,100-249,21,2541.0,0
1997,chicago,49,1000+,2,9000.0,0
1997,chicago,49,250-499,3,1150.0,0
1997,chicago,49,50-99,21,1418.0,0
1997,chicago,49,500-999,2,1100.0,0
1997,chicago,49,unknown,1,0.0,0
1997,chicago,51,1-9,1617,6514.0,0
1997,chicago,51,10-49,489,9728.0,0
1997,chicago,51,100-249,37,4576.0,0
1997,chicago,51,1000+,9,15900.0,0
1997,chicago,51,250-499,22,6433.0,0
1997,chicago,51,50-99,77,4980.0,0
1997,chicago,51,500-999,9,5832.0,0
1997,chicago,51,unknown,12,0.0,0
1997,chicago,52,1-9,3759,13274.0,0
1997,chicago,52,10-49,966,18990.0,0
1997,chicago,52,100-249,127,18480.0,0
1997,chicago,52,1000+,13,46730.0,0
1997,chicago,52,250-499,44,14570.0,0
1997,chicago,52,50-99,201,12994.0,0
1997,chicago,52,500-999,30,20190.0,0
1997,chicago,52,unknown,31,0.0,0
1997,chicago,53,1-9,3492,12856.0,0
1997,chicago,53,10-49,770,13824.0,0
1997,chicago,53,100-249,35,4842.0,0
1997,chicago,53,250-499,10,3270.0,0
1997,chicago,53,50-99,72,4459.0,0
1997,chicago,53,500-999,1,800.0,0
1997,chicago,53,unknown,8,0.0,0
1997,chicago,54,1-9,17904,47533.0,0
1997,chicago,54,10-49,1566,29765.0,0
1997,chicago,54,100-249,112,15650.0,0
1997,chicago,54,1000+,8,16900.0,0
1997,chicago,54,250-499,49,15112.0,0
1997,chicago,54,50-99,201,12800.0,0
1997,chicago,54,500-999,17,10920.0,0
1997,chicago,54,unknown,9,0.0,0
1997,chicago,55,1-9,23,74.0,0
1997,chicago,55,10-49,7,138.0,0
1997,chicago,55,100-249,2,229.0,0
1997,chicago,55,250-499,1,300.0,0
1997,chicago,55,50-99,4,232.0,0
1997,chicago,55,500-999,3,1942.0,0
1997,chicago,55,unknown,9,0.0,0
1997,chicago,56,1-9,3070,10841.0,0
1997,chicago,56,10-49,497,9333.0,0
1997,chicago,56,100-249,40,5620.0,0
1997,chicago,56,1000+,5,6575.0,0
1997,chicago,56,250-499,14,4480.0,0
1997,chicago,56,50-99,71,4406.0,0
1997,chicago,56,500-999,4,2300.0,0
1997,chicago,56,unknown,2,0.0,0
1997,chicago,61,1-9,856,2830.0,0
1997,chicago,61,10-49,803,21642.0,0
1997,chicago,61,100-249,139,18977.0,0
1997,chicago,61,1000+,11,38900.0,0
1997,chicago,61,250-499,16,5063.0,0
1997,chicago,61,50-99,352,23459.0,0
1997,chicago,61,500-999,14,9841.0,0
1997,chicago,61,unknown,2,0.0,0
1997,chicago,62,1-9,9756,36877.0,0
1997,chicago,62,10-49,1260,23417.0,0
1997,chicago,62,100-249,161,23370.0,0
1997,chicago,62,1000+,28,67409.0,0
1997,chicago,62,250-499,22,7293.0,0
1997,chicago,62,50-99,178,11616.0,0
1997,chicago,62,500-999,19,12117.0,0
1997,chicago,62,unknown,4,0.0,0
1997,chicago,71,1-9,948,2845.0,0
1997,chicago,71,10-49,171,3048.0,0
1997,chicago,71,100-249,8,871.0,0
1997,chicago,71,1000+,2,4800.0,0
1997,chicago,71,250-499,4,1250.0,0
1997,chicago,71,50-99,25,1515.0,0
1997,chicago,71,500-999,6,3498.0,0
1997,chicago,71,unknown,3,0.0,0
1997,chicago,72,1-9,4217,14239.0,0
1997,chicago,72,10-49,2497,40464.0,0
1997,chicago,72,100-249,110,15099.0,0
1997,chicago,72,1000+,3,3850.0,0
1997,chicago,72,250-499,23,6670.0,0
1997,chicago,72,50-99,230,14111.0,0
1997,chicago,72,500-999,10,7006.0,0
1997,chicago,72,unknown,5,0.0,0
1997,chicago,81,1-9,12659,38233.0,0
1997,chicago,81,10-49,1268,23015.0,0
1997,chicago,81,100-249,67,8928.0,0
1997,chicago,81,1000+,2,2200.0,0
1997,chicago,81,250-499,18,5851.0,0
1997,chicago,81,50-99,139,8581.0,0
1997,chicago,81,500-999,3,1812.0,0
1997,chicago,81,unknown,4,0.0,0
1997,chicago,92,1-9,413,1991.0,0
1997,chicago,92,10-49,427,9042.0,0
1997,chicago,92,100-249,81,11878.0,0
1997,chicago,92,1000+,9,28697.0,0
1997,chicago,92,250-499,47,15946.0,0
1997,chicago,92,50-99,103,6833.0,0
1997,chicago,92,500-999,14,8111.0,0
1997,chicago,92,unknown,594,0.0,0
1997,chicago,99,1-9,618,1826.0,0
1997,chicago,99,10-49,135,2547.0,0
1997,chicago,99,100-249,1,200.0,0
1997,chicago,99,1000+,1,1300.0,0
1997,chicago,99,250-499,1,300.0,0
1997,chicago,99,50-99,20,1244.0,0
1997,chicago,99,500-999,1,500.0,0
1997,chicago,99,unknown,3159,0.0,0
1997,chicago,,1-9,435,1688.0,0
1997,chicago,,10-49,102,1925.0,0
1997,chicago,,100-249,3,480.0,0
1997,chicago,,250-499,4,1088.0,0
1997,chicago,,50-99,11,605.0,0
1997,chicago,,500-999,1,500.0,0
1997,chicago,,unknown,2,0.0,0
1997,cook_ex_chicago,11,1-9,60,159.0,0
1997,cook_ex_chicago,11,10-49,14,243.0,0
1997,cook_ex_chicago,11,100-249,1,148.0,0
1997,cook_ex_chicago,11,50-99,3,190.0,0
1997,cook_ex_chicago,11,unknown,1,0.0,0
1997,cook_ex_chicago,21,1-9,28,103.0,0
1997,cook_ex_chicago,21,10-49,11,176.0,0
1997,cook_ex_chicago,21,100-249,2,200.0,0
1997,cook_ex_chicago,21,1000+,1,1000.0,0
1997,cook_ex_chicago,21,50-99,2,110.0,0
1997,cook_ex_chicago,22,1-9,23,116.0,0
1997,cook_ex_chicago,22,10-49,13,288.0,0
1997,cook_ex_chicago,22,100-249,2,312.0,0
1997,cook_ex_chicago,22,250-499,2,500.0,0
1997,cook_ex_chicago,22,50-99,1,55.0,0
1997,cook_ex_chicago,23,1-9,6705,21469.0,0
1997,cook_ex_chicago,23,10-49,1141,21865.0,0
1997,cook_ex_chicago,23,100-249,49,5980.0,0
1997,cook_ex_chicago,23,250-499,4,1300.0,0
1997,cook_ex_chicago,23,50-99,125,7611.0,0
1997,cook_ex_chicago,23,unknown,3,0.0,0
1997,cook_ex_chicago,31,1-9,398,1629.0,0
1997,cook_ex_chicago,31,10-49,185,3488.0,0
1997,cook_ex_chicago,31,100-249,37,5455.0,0
1997,cook_ex_chicago,31,1000+,3,3500.0,0
1997,cook_ex_chicago,31,250-499,15,4884.0,0
1997,cook_ex_chicago,31,50-99,40,2557.0,0
1997,cook_ex_chicago,31,500-999,8,5080.0,0
1997,cook_ex_chicago,31,unknown,11,0.0,0
1997,cook_ex_chicago,32,1-9,1414,5397.0,0
1997,cook_ex_chicago,32,10-49,635,13230.0,0
1997,cook_ex_chicago,32,100-249,139,19332.0,0
1997,cook_ex_chicago,32,1000+,1,1100.0,0
1997,cook_ex_chicago,32,250-499,24,7375.0,0
1997,cook_ex_chicago,32,50-99,159,10030.0,0
1997,cook_ex_chicago,32,500-999,5,3200.0,0
1997,cook_ex_chicago,32,unknown,7,0.0,0
1997,cook_ex_chicago,33,1-9,2120,8290.0,0
1997,cook_ex_chicago,33,10-49,1315,27593.0,0
1997,cook_ex_chicago,33,100-249,206,29440.0,0
1997,cook_ex_chicago,33,1000+,13,26500.0,0
1997,cook_ex_chicago,33,250-499,57,17623.0,0
1997,cook_ex_chicago,33,50-99,281,18190.0,0
1997,cook_ex_chicago,33,500-999,23,15629.0,0
1997,cook_ex_chicago,33,unknown,39,0.0,0
1997,cook_ex_chicago,42,1-9,6152,24338.0,0
1997,cook_ex_chicago,42,10-49,1724,33503.0,0
1997,cook_ex_chicago,42,100-249,207,29683.0,0
1997,cook_ex_chicago,42,1000+,12,30675.0,0
1997,cook_ex_chicago,42,250-499,47,15185.0,0
1997,cook_ex_chicago,42,50-99,288,18485.0,0
1997,cook_ex_chicago,42,500-999,21,13190.0,0
1997,cook_ex_chicago,42,unknown,11,0.0,0
1997,cook_ex_chicago,44,1-9,7504,28445.0,0
1997,cook_ex_chicago,44,10-49,1826,33782.0,0
1997,cook_ex_chicago,44,100-249,149,22272.0,0
1997,cook_ex_chicago,44,250-499,28,8324.0,0
1997,cook_ex_chicago,44,50-99,257,15955.0,0
1997,cook_ex_chicago,44,500-999,4,2100.0,0
1997,cook_ex_chicago,44,unknown,8,0.0,0
1997,cook_ex_chicago,45,1-9,3323,10357.0,0
1997,cook_ex_chicago,45,10-49,615,11511.0,0
1997,cook_ex_chicago,45,100-249,87,12855.0,0
1997,cook_ex_chicago,45,250-499,18,5779.0,0
1997,cook_ex_chicago,45,50-99,76,4702.0,0
1997,cook_ex_chicago,45,500-999,7,4099.0,0
1997,cook_ex_chicago,48,1-9,1466,5691.0,0
1997,cook_ex_chicago,48,10-49,408,7804.0,0
1997,cook_ex_chicago,48,100-249,51,7128.0,0
1997,cook_ex_chicago,48,1000+,5,12500.0,0
1997,cook_ex_chicago,48,250-499,14,4300.0,0
1997,cook_ex_chicago,48,50-99,76,4604.0,0
1997,cook_ex_chicago,48,500-999,2,1300.0,0
1997,cook_ex_chicago,48,unknown,6,0.0,0
1997,cook_ex_chicago,49,1-9,146,543.0,0
1997,cook_ex_chicago,49,10-49,55,1284.0,0
1997,cook_ex_chicago,49,100-249,19,2844.0,0
1997,cook_ex_chicago,49,250-499,4,1190.0,0
1997,cook_ex_chicago,49,50-99,22,1570.0,0
1997,cook_ex_chicago,49,unknown,2,0.0,0
1997,cook_ex_chicago,51,1-9,1181,4270.0,0
1997,cook_ex_chicago,51,10-49,321,6405.0,0
1997,cook_ex_chicago,51,100-249,29,3974.0,0
1997,cook_ex_chicago,51,1000+,2,4900.0,0
1997,cook_ex_chicago,51,250-499,15,4650.0,0
1997,cook_ex_chicago,51,50-99,71,4676.0,0
1997,cook_ex_chicago,51,500-999,10,6025.0,0
1997,cook_ex_chicago,51,unknown,13,0.0,0
1997,cook_ex_chicago,52,1-9,4383,14220.0,0
1997,cook_ex_chicago,52,10-49,974,18777.0,0
1997,cook_ex_chicago,52,100-249,58,8327.0,0
1997,cook_ex_chicago,52,1000+,5,12300.0,0
1997,cook_ex_chicago,52,250-499,17,5118.0,0
1997,cook_ex_chicago,52,50-99,144,9356.0,0
1997,cook_ex_chicago,52,500-999,3,1999.0,0
1997,cook_ex_chicago,52,unknown,18,0.0,0
1997,cook_ex_chicago,53,1-9,2734,9778.0,0
1997,cook_ex_chicago,53,10-49,695,13384.0,0
1997,cook_ex_chicago,53,100-249,20,2842.0,0
1997,cook_ex_chicago,53,250-499,1,300.0,0
1997,cook_ex_chicago,53,50-99,67,4049.0,0
1997,cook_ex_chicago,53,unknown,3,0.0,0
1997,cook_ex_chicago,54,1-9,9493,27796.0,0
1997,cook_ex_chicago,54,10-49,989,17585.0,0
1997,cook_ex_chicago,54,100-249,44,6155.0,0
1997,cook_ex_chicago,54,1000+,3,4120.0,0
1997,cook_ex_chicago,54,250-499,10,3514.0,0
1997,cook_ex_chicago,54,50-99,104,6477.0,0
1997,cook_ex_chicago,54,500-999,3,1950.0,0
1997,cook_ex_chicago,54,unknown,4,0.0,0
1997,cook_ex_chicago,55,1-9,25,88.0,0
1997,cook_ex_chicago,55,10-49,11,282.0,0
1997,cook_ex_chicago,55,100-249,4,514.0,0
1997,cook_ex_chicago,55,50-99,7,480.0,0
1997,cook_ex_chicago,55,unknown,6,0.0,0
1997,cook_ex_chicago,56,1-9,3359,10959.0,0
1997,cook_ex_chicago,56,10-49,654,11769.0,0
1997,cook_ex_chicago,56,100-249,38,5563.0,0
1997,cook_ex_chicago,56,1000+,1,2125.0,0
1997,cook_ex_chicago,56,250-499,16,5255.0,0
1997,cook_ex_chicago,56,50-99,64,3768.0,0
1997,cook_ex_chicago,56,500-999,4,2300.0,0
1997,cook_ex_chicago,56,unknown,2,0.0,0
1997,cook_ex_chicago,61,1-9,874,2739.0,0
1997,cook_ex_chicago,61,10-49,846,23395.0,0
1997,cook_ex_chicago,61,100-249,71,10599.0,0
1997,cook_ex_chicago,61,1000+,7,13786.0,0
1997,cook_ex_chicago,61,250-499,28,8637.0,0
1997,cook_ex_chicago,61,50-99,327,20854.0,0
1997,cook_ex_chicago,61,500-999,5,2975.0,0
1997,cook_ex_chicago,62,1-9,11309,41684.0,0
1997,cook_ex_chicago,62,10-49,1227,21721.0,0
1997,cook_ex_chicago,62,100-249,136,19994.0,0
1997,cook_ex_chicago,62,1000+,20,44375.0,0
1997,cook_ex_chicago,62,250-499,38,11933.0,0
1997,cook_ex_chicago,62,50-99,156,10375.0,0
1997,cook_ex_chicago,62,500-999,8,5325.0,0
1997,cook_ex_chicago,62,unknown,4,0.0,0
1997,cook_ex_chicago,71,1-9,950,2975.0,0
1997,cook_ex_chicago,71,10-49,268,5501.0,0
1997,cook_ex_chicago,71,100-249,29,4210.0,0
1997,cook_ex_chicago,71,1000+,1,3000.0,0
1997,cook_ex_chicago,71,250-499,3,1025.0,0
1997,cook_ex_chicago,71,50-99,42,2548.0,0
1997,cook_ex_chicago,71,500-999,1,500.0,0
1997,cook_ex_chicago,71,unknown,2,0.0,0
1997,cook_ex_chicago,72,1-9,2552,9788.0,0
1997,cook_ex_chicago,72,10-49,2252,41773.0,0
1997,cook_ex_chicago,72,100-249,91,12409.0,0
1997,cook_ex_chicago,72,250-499,19,5850.0,0
1997,cook_ex_chicago,72,50-99,305,19214.0,0
1997,cook_ex_chicago,72,500-999,2,1350.0,0
1997,cook_ex_chicago,72,unknown,7,0.0,0
1997,cook_ex_chicago,81,1-9,9371,28171.0,0
1997,cook_ex_chicago,81,10-49,1203,21287.0,0
1997,cook_ex_chicago,81,100-249,61,8674.0,0
1997,cook_ex_chicago,81,1000+,4,8683.0,0
1997,cook_ex_chicago,81,250-499,12,3832.0,0
1997,cook_ex_chicago,81,50-99,110,6813.0,0
1997,cook_ex_chicago,81,500-999,4,2400.0,0
1997,cook_ex_chicago,81,unknown,3,0.0,0
1997,cook_ex_chicago,92,1-9,434,1690.0,0
1997,cook_ex_chicago,92,10-49,325,7978.0,0
1997,cook_ex_chicago,92,100-249,37,4980.0,0
1997,cook_ex_chicago,92,1000+,1,1000.0,0
1997,cook_ex_chicago,92,250-499,10,3295.0,0
1997,cook_ex_chicago,92,50-99,85,5242.0,0
1997,cook_ex_chicago,92,500-999,4,2500.0,0
1997,cook_ex_chicago,92,unknown,547,0.0,0
1997,cook_ex_chicago,99,1-9,525,1677.0,0
1997,cook_ex_chicago,99,10-49,150,2785.0,0
1997,cook_ex_chicago,99,100-249,1,100.0,0
1997,cook_ex_chicago,99,50-99,24,1486.0,0
1997,cook_ex_chicago,99,unknown,3588,0.0,0
1997,cook_ex_chicago,,1-9,592,2147.0,0
1997,cook_ex_chicago,,10-49,87,1466.0,0
1997,cook_ex_chicago,,100-249,8,1020.0,0
1997,cook_ex_chicago,,250-499,2,500.0,0
1997,cook_ex_chicago,,50-99,12,808.0,0
1997,cook_ex_chicago,,500-999,1,580.0,0
1997,cook_ex_chicago,,unknown,11,0.0,0
1997,il_ex_msa,11,1-9,1039,2924.0,0
1997,il_ex_msa,11,10-49,92,1658.0,0
1997,il_ex_msa,11,100-249,8,1300.0,0
1997,il_ex_msa,11,250-499,1,325.0,0
1997,il_ex_msa,11,50-99,7,413.0,0
1997,il_ex_msa,11,500-999,1,900.0,0
1997,il_ex_msa,11,unknown,2,0.0,0
1997,il_ex_msa,21,1-9,327,1191.0,0
1997,il_ex_msa,21,10-49,113,2161.0,0
1997,il_ex_msa,21,100-249,10,1438.0,0
1997,il_ex_msa,21,250-499,8,2367.0,0
1997,il_ex_msa,21,50-99,14,860.0,0
1997,il_ex_msa,21,500-999,3,2313.0,0
1997,il_ex_msa,22,1-9,197,845.0,0
1997,il_ex_msa,22,10-49,111,2369.0,0
1997,il_ex_msa,22,100-249,10,1285.0,0
1997,il_ex_msa,22,250-499,5,1572.0,0
1997,il_ex_msa,22,50-99,18,1201.0,0
1997,il_ex_msa,22,500-999,1,800.0,0
1997,il_ex_msa,22,unknown,2,0.0,0
1997,il_ex_msa,23,1-9,11407,34197.0,0
1997,il_ex_msa,23,10-49,1477,26485.0,0
1997,il_ex_msa,23,100-249,64,8239.0,0
1997,il_ex_msa,23,250-499,16,4852.0,0
1997,il_ex_msa,23,50-99,141,8623.0,0
1997,il_ex_msa,23,500-999,3,2050.0,0
1997,il_ex_msa,23,unknown,2,0.0,0
1997,il_ex_msa,31,1-9,454,1862.0,0
1997,il_ex_msa,31,10-49,218,4524.0,0
1997,il_ex_msa,31,100-249,54,7480.0,0
1997,il_ex_msa,31,1000+,4,7235.0,0
1997,il_ex_msa,31,250-499,15,5204.0,0
1997,il_ex_msa,31,50-99,58,3616.0,0
1997,il_ex_msa,31,500-999,5,3102.0,0
1997,il_ex_msa,31,unknown,8,0.0,0
1997,il_ex_msa,32,1-9,1392,4976.0,0
1997,il_ex_msa,32,10-49,570,11768.0,0
1997,il_ex_msa,32,100-249,92,13702.0,0
1997,il_ex_msa,32,1000+,10,14450.0,0
1997,il_ex_msa,32,250-499,35,11883.0,0
1997,il_ex_msa,32,50-99,106,6964.0,0
1997,il_ex_msa,32,500-999,17,11063.0,0
1997,il_ex_msa,32,unknown,4,0.0,0
1997,il_ex_msa,33,1-9,2126,7265.0,0
1997,il_ex_msa,33,10-49,918,18753.0,0
1997,il_ex_msa,33,100-249,171,24631.0,0
1997,il_ex_msa,33,1000+,22,39405.0,0
1997,il_ex_msa,33,250-499,59,20105.0,0
1997,il_ex_msa,33,50-99,204,13618.0,0
1997,il_ex_msa,33,500-999,28,18442.0,0
1997,il_ex_msa,33,unknown,19,0.0,0
1997,il_ex_msa,42,1-9,7069,25917.0,0
1997,il_ex_msa,42,10-49,1800,33978.0,0
1997,il_ex_msa,42,100-249,120,17145.0,0
1997,il_ex_msa,42,1000+,10,18500.0,0
1997,il_ex_msa,42,250-499,38,12054.0,0
1997,il_ex_msa,42,50-99,219,13860.0,0
1997,il_ex_msa,42,500-999,22,14030.0,0
1997,il_ex_msa,42,unknown,5,0.0,0
1997,il_ex_msa,44,1-9,15085,54164.0,0
1997,il_ex_msa,44,10-49,2885,50524.0,0
1997,il_ex_msa,44,100-249,161,22092.0,0
1997,il_ex_msa,44,1000+,4,7750.0,0
1997,il_ex_msa,44,250-499,22,7152.0,0
1997,il_ex_msa,44,50-99,318,20931.0,0
1997,il_ex_msa,44,500-999,7,4558.0,0
1997,il_ex_msa,44,unknown,3,0.0,0
1997,il_ex_msa,45,1-9,7317,20289.0,0
1997,il_ex_msa,45,10-49,701,12637.0,0
1997,il_ex_msa,45,100-249,152,22139.0,0
1997,il_ex_msa,45,250-499,22,6498.0,0
1997,il_ex_msa,45,50-99,80,5631.0,0
1997,il_ex_msa,45,unknown,1,0.0,0
1997,il_ex_msa,48,1-9,2387,8845.0,0
1997,il_ex_msa,48,10-49,728,14214.0,0
1997,il_ex_msa,48,100-249,49,6426.0,0
1997,il_ex_msa,48,1000+,1,2000.0,0
1997,il_ex_msa,48,250-499,15,5086.0,0
1997,il_ex_msa,48,50-99,93,5770.0,0
1997,il_ex_msa,48,500-999,4,2495.0,0
1997,il_ex_msa,48,unknown,4,0.0,0
1997,il_ex_msa,49,1-9,1523,5567.0,0
1997,il_ex_msa,49,10-49,274,4944.0,0
1997,il_ex_msa,49,100-249,14,2077.0,0
1997,il_ex_msa,49,250-499,3,1000.0,0
1997,il_ex_msa,49,50-99,25,1702.0,0
1997,il_ex_msa,49,500-999,3,2150.0,0
1997,il_ex_msa,51,1-9,1970,7391.0,0
1997,il_ex_msa,51,10-49,599,11398.0,0
1997,il_ex_msa,51,100-249,33,4841.0,0
1997,il_ex_msa,51,1000+,1,1500.0,0
1997,il_ex_msa,51,250-499,9,3108.0,0
1997,il_ex_msa,51,50-99,65,4277.0,0
1997,il_ex_msa,51,500-999,2,1140.0,0
1997,il_ex_msa,51,unknown,5,0.0,0
1997,il_ex_msa,52,1-9,8082,24576.0,0
1997,il_ex_msa,52,10-49,1275,23592.0,0
1997,il_ex_msa,52,100-249,47,6632.0,0
1997,il_ex_msa,52,1000+,8,24040.0,0
1997,il_ex_msa,52,250-499,22,7121.0,0
1997,il_ex_msa,52,50-99,118,7344.0,0
1997,il_ex_msa,52,500-999,9,5420.0,0
1997,il_ex_msa,52,unknown,50,0.0,0
1997,il_ex_msa,53,1-9,5037,15141.0,0
1997,il_ex_msa,53,10-49,586,10149.0,0
1997,il_ex_msa,53,100-249,11,1512.0,0
1997,il_ex_msa,53,50-99,44,2678.0,0
1997,il_ex_msa,53,500-999,1,615.0,0
1997,il_ex_msa,53,unknown,1,0.0,0
1997,il_ex_msa,54,1-9,12252,33513.0,0
1997,il_ex_msa,54,10-49,1009,18159.0,0
1997,il_ex_msa,54,100-249,32,4546.0,0
1997,il_ex_msa,54,1000+,1,1400.0,0
1997,il_ex_msa,54,250-499,9,2775.0,0
1997,il_ex_msa,54,50-99,63,4045.0,0
1997,il_ex_msa,54,500-999,1,600.0,0
1997,il_ex_msa,54,unknown,5,0.0,0
1997,il_ex_msa,55,1-9,36,129.0,0
1997,il_ex_msa,55,10-49,22,530.0,0
1997,il_ex_msa,55,100-249,2,300.0,0
1997,il_ex_msa,55,50-99,4,278.0,0
1997,il_ex_msa,55,500-999,2,1409.0,0
1997,il_ex_msa,55,unknown,49,0.0,0
1997,il_ex_msa,56,1-9,4167,12277.0,0
1997,il_ex_msa,56,10-49,583,10558.0,0
1997,il_ex_msa,56,100-249,35,4832.0,0
1997,il_ex_msa,56,250-499,14,4162.0,0
1997,il_ex_msa,56,50-99,64,4032.0,0
1997,il_ex_msa,56,500-999,2,1100.0,0
1997,il_ex_msa,56,unknown,2,0.0,0
1997,il_ex_msa,61,1-9,1562,5394.0,0
1997,il_ex_msa,61,10-49,2091,55747.0,0
1997,il_ex_msa,61,100-249,153,20888.0,0
1997,il_ex_msa,61,1000+,8,25217.0,0
1997,il_ex_msa,61,250-499,30,9750.0,0
1997,il_ex_msa,61,50-99,500,31027.0,0
1997,il_ex_msa,61,500-999,9,5692.0,0
1997,il_ex_msa,61,unknown,1,0.0,0
1997,il_ex_msa,62,1-9,13737,50244.0,0
1997,il_ex_msa,62,10-49,2036,38856.0,0
1997,il_ex_msa,62,100-249,305,42851.0,0
1997,il_ex_msa,62,1000+,26,51300.0,0
1997,il_ex_msa,62,250-499,50,16137.0,0
1997,il_ex_msa,62,50-99,479,32842.0,0
1997,il_ex_msa,62,500-999,24,16031.0,0
1997,il_ex_msa,62,unknown,10,0.0,0
1997,il_ex_msa,71,1-9,2043,6994.0,0
1997,il_ex_msa,71,10-49,441,8219.0,0
1997,il_ex_msa,71,100-249,21,2878.0,0
1997,il_ex_msa,71,1000+,3,4260.0,0
1997,il_ex_msa,71,250-499,7,2405.0,0
1997,il_ex_msa,71,50-99,54,3433.0,0
1997,il_ex_msa,71,500-999,4,2961.0,0
1997,il_ex_msa,71,unknown,4,0.0,0
1997,il_ex_msa,72,1-9,5692,20713.0,0
1997,il_ex_msa,72,10-49,4066,78581.0,0
1997,il_ex_msa,72,100-249,91,11461.0,0
1997,il_ex_msa,72,250-499,11,3336.0,0
1997,il_ex_msa,72,50-99,515,31800.0,0
1997,il_ex_msa,72,500-999,2,1135.0,0
1997,il_ex_msa,81,1-9,25286,64606.0,0
1997,il_ex_msa,81,10-49,1493,26830.0,0
1997,il_ex_msa,81,100-249,82,11483.0,0
1997,il_ex_msa,81,1000+,4,6231.0,0
1997,il_ex_msa,81,250-499,19,6070.0,0
1997,il_ex_msa,81,50-99,155,9977.0,0
1997,il_ex_msa,81,500-999,1,800.0,0
1997,il_ex_msa,81,unknown,7,0.0,0
1997,il_ex_msa,92,1-9,4507,16630.0,0
1997,il_ex_msa,92,10-49,1684,34712.0,0
1997,il_ex_msa,92,100-249,83,12151.0,0
1997,il_ex_msa,92,1000+,4,8700.0,0
1997,il_ex_msa,92,250-499,44,14644.0,0
1997,il_ex_msa,92,50-99,204,13343.0,0
1997,il_ex_msa,92,500-999,9,6038.0,0
1997,il_ex_msa,92,unknown,3346,0.0,0
1997,il_ex_msa,99,1-9,306,946.0,0
1997,il_ex_msa,99,10-49,68,1333.0,0
1997,il_ex_msa,99,100-249,1,100.0,0
1997,il_ex_msa,99,50-99,18,1155.0,0
1997,il_ex_msa,99,500-999,1,910.0,0
1997,il_ex_msa,99,unknown,1486,0.0,0
